place_id,nombre,rating,reseñas,price_level,lat,lon,address,types
ChIJ1-r8zUOaP44ReP36GZ_FUZo,Texaco,4.2,665,,4.6518956,-74.05686109999999,"Ak 7 #70-26, Bogotá","gas_station,point_of_interest,establishment"
ChIJkcdLTDWFP44Rwjot-WBZzI8,Terpel,4.2,848,,4.7063327,-74.05450549999999,"Cra. 45 #125 - 81, Bogotá","gas_station,point_of_interest,establishment"
ChIJFZ7QfwWFP44RBkueRIsX2MY,EDS Terpel Compostela y GAZEL,4.4,1311,,4.7386713,-74.0654003,"Av. Boyacá #152-50, Suba, Bogotá, Cundinamarca","gas_station,point_of_interest,establishment"
ChIJO2aEli6aP44R8zVyBRKLJTU,Petrobras Service Station,4.2,458,,4.6330918,-74.0700622,"Cl. 45 #16-30, Bogotá","gas_station,point_of_interest,establishment"
ChIJ0TP5WQCbP44RN_KCwlOZINY,Primax,4.1,186,,4.6687492,-74.0796251,"Cra. 57 #68-27, Bogotá","gas_station,point_of_interest,establishment"
ChIJb2yXXNuYP44RUfDNP4IwYvQ,Texaco Cll 27sur,4.2,635,,4.5786494,-74.1069782,"Cra. 13 #27A-50, Rafael Uribe Uribe, Bogotá","gas_station,point_of_interest,establishment"
ChIJw3ilvY2bP44R7kv4XicpqvM,Estación de Servicio Biomax,4.2,221,,4.6984803,-74.0818123,"Av. Boyacá #98-60, Bogotá","gas_station,store,point_of_interest,establishment"
ChIJ52XrQCmGP44Rb_Agtrv-vjA,EDS Terpel Motomart,4.2,1056,,4.819348499999999,-74.034655,"I-autonorte #km 17, Usaquén, Bogotá","gas_station,point_of_interest,establishment"
ChIJoZ7lF8ubP44RyQssdBfPmAo,REDH PRIMAX AV QUITO,4.3,252,,4.6435857,-74.07855760000001,"Ave Cra 30 #5382, Bogotá","gas_station,point_of_interest,establishment"
ChIJTTMWr6yeP44Ro6E-SeCJN8k,EDS Terpel Trinidad,4.3,801,,4.622695,-74.1243975,"Av. 68, Puente Aranda, Bogotá","gas_station,point_of_interest,establishment"
ChIJR-KQjmSZP44RgiT3f5oEHK8,Terpel EDS Paloquemao,4.2,392,,4.6213061,-74.0911868,"Av. Ciudad de Lima #68, Bogotá","gas_station,point_of_interest,establishment"
ChIJrw0rCjubP44R60U9UBMrsbs,Estación de Servicio Terpel Av Boyaca,4.2,2736,,4.6935196,-74.09151460000001,"Av. Boyacá #77a11, Engativá, Bogotá, Cundinamarca","gas_station,point_of_interest,establishment"
