place_id,nombre,rating,reseñas,price_level,lat,lon,address,types,nearest_node,betweenness_vial,tipo_via,distancia_via,peso_tipo_via,IIV,dist_norm,bet_norm,peso_norm
ChIJb2yXXNuYP44RUfDNP4IwYvQ,Texaco Cll 27sur,4.2,635,,4.5786494,-74.1069782,"Cra. 13 #27A-50, Rafael Uribe Uribe, Bogotá","gas_station,point_of_interest,establishment",260697716,0.005713902308105207,primary,30.86246506086044,3,0.23869590147897832,0.03138489122200375,0.08713981663392273,0.6666666666666666
ChIJw3ilvY2bP44R7kv4XicpqvM,Estación de Servicio Biomax,4.2,221,,4.6984803,-74.0818123,"Av. Boyacá #98-60, Bogotá","gas_station,store,point_of_interest,establishment",5728353979,0.021261406333870102,trunk,17.029803085277127,4,0.41945955590742834,0.05546372277446476,0.3242468893254748,1.0
ChIJ52XrQCmGP44Rb_Agtrv-vjA,EDS Terpel Motomart,4.2,1056,,4.819348499999999,-74.034655,"I-autonorte #km 17, Usaquén, Bogotá","gas_station,point_of_interest,establishment",11167846500,0.0,primary,379.7369525701868,3,0.20105059411044757,0.002626485276118964,0.0,0.6666666666666666
ChIJoZ7lF8ubP44RyQssdBfPmAo,REDH PRIMAX AV QUITO,4.3,252,,4.6435857,-74.07855760000001,"Ave Cra 30 #5382, Bogotá","gas_station,point_of_interest,establishment",263544303,0.025187869028448738,trunk,12.96905657288708,4,0.4438729304892378,0.07158679577122817,0.38412737393582186,1.0
ChIJTTMWr6yeP44Ro6E-SeCJN8k,EDS Terpel Trinidad,4.3,801,,4.622695,-74.1243975,"Av. 68, Puente Aranda, Bogotá","gas_station,point_of_interest,establishment",9314349179,0.015550187869028448,primary,34.73650083302141,3,0.28233743845535103,0.027982594173741132,0.23714800261951538,0.6666666666666666
ChIJR-KQjmSZP44RgiT3f5oEHK8,Terpel EDS Paloquemao,4.2,392,,4.6213061,-74.0911868,"Av. Ciudad de Lima #68, Bogotá","gas_station,point_of_interest,establishment",262567550,0.021366076221148684,primary,10.055682252080612,3,0.33393343684947563,0.09045122473665577,0.3258431565160445,0.6666666666666666
ChIJrw0rCjubP44R60U9UBMrsbs,Estación de Servicio Terpel Av Boyaca,4.2,2736,,4.6935196,-74.09151460000001,"Av. Boyacá #77a11, Engativá, Bogotá, Cundinamarca","gas_station,point_of_interest,establishment",13274970817,0.03407944176060118,trunk,21.230607590648592,4,0.4739116779970649,0.044983026033919765,0.5197282252783235,1.0
ChIJPZbwkC2fP44RqmZ_0iJf4vA,Texaco Tunal,4.2,972,,4.5790025,-74.127715,"Cl. 46 Sur # 24a-09, Bogotá","gas_station,point_of_interest,establishment",264599354,0.0017820719269994632,tertiary,12.227449449921338,1,0.038393387455756746,0.07560036451365512,0.027177472167648983,0.0
ChIJH8EYXhSbP44RztZv0sD0KCM,Primax La Europa,4.0,454,,4.6834565,-74.0973102,"Av. Boyacá #86, Bogotá","gas_station,point_of_interest,establishment",336145521,0.0015593129361245303,trunk,11.158280173043396,4,0.3400334763500618,0.08224847476513492,0.023780288146692863,1.0
ChIJF3BtvjGaP44R20rum8Gvimg,TEXACO,4.0,264,,4.6404014,-74.0698675,"Cra. 17 #50, Teusaquillo, Bogotá","gas_station,point_of_interest,establishment",6281129838,0.0008158883521202361,tertiary,11.389999054551438,1,0.03601691197448126,0.08071025636056463,0.012442698100851341,0.0
